Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
Tim Duncan\duncati01,C,32,SAS,75,75,33.7,7.4,14.8,.504,0.0,0.0,.000,7.4,14.7,.505,.504,4.5,6.4,.692,2.7,8.0,10.7,3.5,0.5,1.7,2.2,2.3,19.3
Mike Dunleavy\dunlemi02,SG,28,IND,18,14,27.5,5.2,12.9,.401,1.8,5.0,.356,3.4,7.9,.430,.470,2.9,3.6,.815,0.8,3.0,3.8,2.4,0.7,0.5,2.1,2.0,15.1
Kevin Durant\duranke01,SF,20,OKC,74,74,39.0,8.9,18.8,.476,1.3,3.1,.422,7.6,15.7,.486,.510,6.1,7.1,.863,1.0,5.5,6.5,2.8,1.3,0.7,3.0,1.8,25.3
Monta Ellis\ellismo01,SG,23,GSW,25,25,35.7,7.8,17.2,.451,0.3,1.0,.308,7.4,16.2,.460,.460,3.1,3.8,.830,0.6,3.8,4.3,3.7,1.6,0.3,2.7,2.7,19.0
Francisco Elson\elsonfr01,C,32,MIL,59,23,16.6,1.4,2.9,.491,0.0,0.1,.250,1.4,2.8,.497,.494,0.6,0.7,.846,1.7,2.2,3.9,0.5,0.6,0.6,0.8,2.4,3.4
Melvin Ely\elyme01,C,30,NOH,31,4,12.0,1.2,3.1,.389,0.0,0.0,,1.2,3.1,.389,.389,0.7,1.2,.639,1.0,1.1,2.1,0.6,0.1,0.3,0.7,1.9,3.1
Maurice Evans\evansma01,SF,30,ATL,80,25,23.0,2.6,6.0,.432,1.2,3.1,.395,1.4,2.9,.470,.533,0.8,0.9,.822,1.1,1.9,3.0,0.7,0.6,0.1,0.5,2.0,7.2
Reggie Evans\evansre01,PF,28,PHI,79,7,14.4,1.0,2.3,.444,0.0,0.0,.000,1.0,2.2,.446,.444,1.3,2.2,.594,1.7,2.9,4.6,0.3,0.5,0.1,0.9,2.0,3.3
Jordan Farmar\farmajo01,PG,22,LAL,65,0,18.3,2.5,6.3,.391,0.8,2.2,.336,1.7,4.1,.421,.450,0.7,1.2,.584,0.3,1.5,1.8,2.4,0.9,0.2,1.3,1.6,6.4
Desmon Farmer\farmede01,SG,27,SAS,3,0,18.0,1.3,4.7,.286,1.0,4.0,.250,0.3,0.7,.500,.393,0.7,0.7,1.000,0.0,2.0,2.0,0.7,0.0,0.0,1.3,2.0,4.3
Raymond Felton\feltora01,PG,24,CHA,82,81,37.6,5.4,13.2,.408,0.7,2.5,.285,4.7,10.7,.437,.435,2.7,3.3,.805,0.7,3.1,3.8,6.7,1.5,0.4,2.8,2.3,14.2
Rudy Fernandez\fernaru01,SG,23,POR,78,4,25.6,3.4,8.1,.425,2.0,5.1,.399,1.4,3.0,.470,.552,1.5,1.8,.839,0.6,2.1,2.7,2.0,0.9,0.2,1.1,1.4,10.4
Kyrylo Fesenko\fesenky01,C,22,UTA,21,1,7.4,1.0,1.7,.583,0.0,0.0,,1.0,1.7,.583,.583,0.3,1.0,.333,0.7,1.1,1.8,0.2,0.3,0.7,0.4,1.7,2.3
Michael Finley\finlemi01,SF,35,SAS,81,77,28.8,3.7,8.5,.437,1.6,3.9,.411,2.1,4.6,.459,.532,0.6,0.8,.823,0.3,3.0,3.3,1.4,0.5,0.2,0.8,1.0,9.7
Derek Fisher\fishede01,PG,34,LAL,82,82,29.8,3.6,8.4,.424,1.5,3.7,.397,2.1,4.7,.446,.512,1.3,1.6,.846,0.3,2.0,2.3,3.2,1.2,0.1,0.9,2.3,9.9
T.J. Ford\fordtj01,PG,25,IND,74,49,30.5,5.6,12.3,.452,0.5,1.4,.337,5.1,10.9,.467,.472,3.3,3.8,.872,0.8,2.7,3.5,5.3,1.2,0.2,2.4,2.4,14.9
Jeff Foster\fosteje01,C,32,IND,74,26,24.7,2.4,4.8,.501,0.0,0.1,.286,2.4,4.7,.506,.504,1.3,2.0,.658,2.9,4.0,6.9,1.8,0.7,0.7,1.2,3.1,6.1
Randy Foye\foyera01,SG,25,MIN,70,61,35.6,5.7,14.0,.407,1.6,4.4,.360,4.1,9.6,.428,.463,3.3,3.9,.846,0.5,2.6,3.1,4.3,1.0,0.4,2.1,2.9,16.3
Adonal Foyle\foylead01,C,33,TOT,10,0,6.2,0.7,1.1,.636,0.0,0.0,,0.7,1.1,.636,.636,0.3,0.6,.500,0.9,1.7,2.6,0.1,0.0,0.8,0.3,0.5,1.7
Adonal Foyle\foylead01,C,33,ORL,9,0,6.6,0.8,1.2,.636,0.0,0.0,,0.8,1.2,.636,.636,0.3,0.7,.500,1.0,1.9,2.9,0.1,0.0,0.9,0.3,0.4,1.9
Adonal Foyle\foylead01,C,33,MEM,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Channing Frye\fryech01,PF,25,POR,63,1,11.8,1.8,4.2,.423,0.2,0.5,.333,1.6,3.7,.436,.444,0.4,0.6,.722,0.7,1.6,2.2,0.4,0.3,0.3,0.5,1.7,4.2
Dan Gadzuric\gadzuda01,C,30,MIL,67,26,14.0,1.7,3.6,.480,0.0,0.0,.000,1.7,3.6,.483,.480,0.6,1.0,.544,1.4,2.4,3.8,0.6,0.5,0.6,0.6,2.4,4.0
Danilo Gallinari\gallida01,SG,20,NYK,28,2,14.7,2.0,4.5,.448,1.1,2.6,.444,0.9,1.9,.453,.576,0.9,1.0,.963,0.5,1.5,2.0,0.5,0.5,0.1,0.5,1.7,6.1
Francisco Garcia\garcifr01,SF,27,SAC,65,36,30.4,4.5,10.2,.444,1.4,3.4,.398,3.2,6.8,.466,.510,2.2,2.7,.820,0.9,2.5,3.4,2.3,1.2,1.0,1.7,3.0,12.7
Thomas Gardner\gardnth01,SG,23,ATL,16,0,6.1,0.6,2.3,.250,0.3,1.4,.174,0.3,0.8,.385,.306,0.1,0.3,.500,0.0,0.4,0.4,0.1,0.3,0.1,0.2,0.3,1.5
Kevin Garnett\garneke01,PF,32,BOS,57,57,31.1,6.9,13.0,.531,0.0,0.1,.250,6.9,12.8,.534,.532,1.9,2.3,.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8
Marc Gasol\gasolma01,C,24,MEM,82,75,30.7,4.3,8.1,.530,0.0,0.0,.000,4.3,8.0,.530,.530,3.4,4.6,.733,2.5,4.9,7.4,1.7,0.8,1.1,2.0,3.2,11.9
Pau Gasol\gasolpa01,C,28,LAL,81,81,37.0,7.3,12.9,.567,0.0,0.0,.500,7.3,12.9,.567,.567,4.2,5.4,.781,3.2,6.4,9.6,3.5,0.6,1.0,1.9,2.1,18.9
Rudy Gay\gayru01,SF,22,MEM,79,78,37.3,7.2,16.0,.453,1.1,3.1,.351,6.2,12.9,.477,.487,3.3,4.4,.767,1.4,4.2,5.5,1.7,1.2,0.7,2.6,2.8,18.9
Devean George\georgde01,SF,31,DAL,43,17,16.5,1.3,3.3,.380,0.5,1.8,.289,0.7,1.5,.485,.458,0.4,0.5,.773,0.6,1.2,1.8,0.3,0.5,0.3,0.4,1.3,3.4
Daniel Gibson\gibsoda01,PG,22,CLE,75,0,23.9,2.7,7.0,.391,1.4,3.8,.382,1.3,3.3,.402,.493,0.9,1.1,.767,0.4,1.7,2.1,1.8,0.6,0.2,0.8,2.2,7.8
J.R. Giddens\giddejr01,SF,23,BOS,6,0,1.3,0.3,0.5,.667,0.0,0.0,,0.3,0.5,.667,.667,0.0,0.0,,0.3,0.2,0.5,0.0,0.2,0.0,0.2,0.2,0.7
Eddie Gill\gilled01,PG,30,MIL,6,0,7.2,1.0,1.5,.667,0.3,0.5,.667,0.7,1.0,.667,.778,0.0,0.0,,0.0,0.7,0.7,1.8,0.5,0.2,0.8,1.7,2.3
Manu Ginobili\ginobma01,SG,31,SAS,44,7,26.8,5.1,11.2,.454,1.6,4.8,.330,3.5,6.4,.546,.524,3.8,4.3,.884,0.5,4.0,4.5,3.6,1.5,0.4,2.0,2.0,15.5
Ryan Gomes\gomesry01,SF,26,MIN,82,76,31.9,5.1,11.9,.431,1.3,3.5,.372,3.8,8.4,.456,.486,1.8,2.2,.807,1.3,3.5,4.8,1.6,0.8,0.3,1.6,2.2,13.3
Drew Gooden\goodedr01,PF,27,TOT,51,28,24.8,4.6,9.9,.468,0.0,0.1,.000,4.6,9.8,.472,.468,2.6,3.1,.840,2.2,4.9,7.1,0.9,0.6,0.4,1.5,2.8,11.9
Drew Gooden\goodedr01,PF,27,CHI,31,27,29.6,5.2,11.4,.457,0.0,0.1,.000,5.2,11.3,.461,.457,2.7,3.1,.866,2.6,5.9,8.6,1.4,0.8,0.5,1.8,3.3,13.1
Drew Gooden\goodedr01,PF,27,SAC,1,0,26.0,5.0,9.0,.556,0.0,0.0,,5.0,9.0,.556,.556,2.0,2.0,1.000,3.0,10.0,13.0,2.0,0.0,0.0,3.0,2.0,12.0
Drew Gooden\goodedr01,PF,27,SAS,19,1,16.8,3.7,7.6,.490,0.0,0.1,.000,3.7,7.6,.493,.490,2.4,3.0,.789,1.5,2.9,4.4,0.2,0.2,0.2,0.8,2.1,9.8
Ben Gordon\gordobe01,SG,25,CHI,82,76,36.6,7.3,16.0,.455,2.1,5.1,.410,5.2,10.9,.476,.521,4.0,4.7,.864,0.6,2.8,3.5,3.4,0.9,0.3,2.4,2.2,20.7
Eric Gordon\gordoer01,SG,20,LAC,78,65,34.3,5.3,11.6,.456,1.7,4.3,.389,3.6,7.2,.496,.529,3.8,4.5,.854,0.6,2.0,2.6,2.8,1.0,0.4,2.1,2.2,16.1
Marcin Gortat\gortama01,PF,24,ORL,63,3,12.6,1.7,3.0,.567,0.0,0.0,1.000,1.7,3.0,.565,.570,0.4,0.7,.578,1.5,3.0,4.5,0.2,0.3,0.8,0.4,1.8,3.8
Joey Graham\grahajo01,SF,26,TOR,78,10,19.8,3.0,6.2,.481,0.0,0.2,.188,2.9,5.9,.491,.484,1.7,2.1,.825,1.2,2.5,3.7,0.6,0.4,0.2,0.9,2.4,7.7
Stephen Graham\grahast01,SG,26,IND,52,6,13.2,2.0,4.9,.414,0.4,1.3,.303,1.7,3.7,.453,.453,1.0,1.2,.806,0.4,1.4,1.8,0.6,0.2,0.1,0.9,1.6,5.4
Danny Granger\grangda01,SF,25,IND,67,66,36.2,8.5,19.1,.447,2.7,6.7,.404,5.8,12.3,.470,.518,6.0,6.9,.878,0.7,4.4,5.1,2.7,1.0,1.4,2.5,3.1,25.8
Aaron Gray\grayaa01,C,24,CHI,56,18,12.8,1.4,3.0,.485,0.0,0.0,.000,1.4,3.0,.488,.485,0.6,1.1,.576,1.5,2.4,3.9,0.8,0.3,0.3,0.7,2.4,3.5
Gerald Green\greenge01,SG,23,DAL,38,12,9.9,2.1,4.7,.439,0.4,1.2,.304,1.7,3.5,.485,.478,0.7,0.8,.844,0.4,1.1,1.4,0.4,0.3,0.1,0.9,1.3,5.2
Jeff Green\greenje02,PF,22,OKC,78,78,36.8,6.1,13.7,.446,1.2,3.2,.389,4.9,10.5,.463,.491,3.1,3.9,.788,1.5,5.1,6.7,2.0,1.0,0.4,2.2,2.6,16.5
Willie Green\greenwi01,SG,27,PHI,81,60,22.6,3.5,8.1,.435,0.6,2.0,.317,2.9,6.1,.473,.473,0.8,1.0,.729,0.4,1.2,1.6,2.0,0.7,0.2,0.8,1.9,8.5
Donte Greene\greendo01,SF,20,SAC,55,4,13.2,1.4,4.3,.326,0.5,1.8,.260,0.9,2.5,.375,.381,0.5,0.6,.853,0.3,1.2,1.6,0.5,0.3,0.3,0.7,1.2,3.8
Hamed Haddadi\haddaha01,C,23,MEM,19,0,6.3,0.8,1.6,.484,0.0,0.0,,0.8,1.6,.484,.484,0.9,1.6,.600,0.8,1.6,2.5,0.4,0.1,0.6,0.5,1.1,2.5
Malik Hairston\hairsma01,SG,21,SAS,15,0,10.3,1.6,3.3,.490,0.0,0.1,.000,1.6,3.2,.500,.490,0.1,0.5,.286,0.7,1.1,1.9,0.9,0.4,0.5,0.8,1.3,3.3
Richard Hamilton\hamilri01,SG,30,DET,67,51,34.0,7.0,15.6,.447,1.0,2.8,.368,5.9,12.7,.464,.480,3.3,3.9,.848,0.7,2.4,3.1,4.4,0.6,0.1,2.0,2.6,18.3
Matt Harpring\harprma01,SG,32,UTA,63,2,11.0,1.8,3.8,.461,0.0,0.0,.000,1.8,3.8,.464,.461,0.9,1.1,.764,0.7,1.2,2.0,0.4,0.5,0.1,0.5,1.6,4.4
Al Harrington\harrial01,PF,28,TOT,73,56,34.9,7.3,16.6,.439,2.3,6.4,.364,4.9,10.2,.487,.509,3.2,4.0,.793,1.4,4.9,6.2,1.4,1.2,0.3,2.2,3.1,20.1
Al Harrington\harrial01,PF,28,GSW,5,5,33.2,4.6,14.0,.329,2.2,5.6,.393,2.4,8.4,.286,.407,1.0,2.0,.500,2.0,3.6,5.6,2.0,1.4,0.0,1.4,2.8,12.4
Al Harrington\harrial01,PF,28,NYK,68,51,35.0,7.5,16.8,.446,2.4,6.5,.362,5.1,10.3,.499,.516,3.4,4.2,.804,1.3,5.0,6.3,1.4,1.2,0.3,2.3,3.1,20.7
Devin Harris\harride01,PG,25,NJN,69,69,36.1,6.6,15.1,.438,0.9,3.2,.291,5.7,11.9,.477,.469,7.2,8.8,.820,0.4,2.9,3.3,6.9,1.7,0.2,3.1,2.4,21.3
Jason Hart\hartja01,PG,30,TOT,39,2,8.9,0.8,2.4,.319,0.0,0.2,.000,0.8,2.3,.341,.319,0.5,0.6,.783,0.3,0.8,1.2,1.2,0.3,0.1,0.6,1.0,2.0
Jason Hart\hartja01,PG,30,LAC,28,2,11.1,0.9,3.0,.298,0.0,0.1,.000,0.9,2.9,.313,.298,0.5,0.7,.789,0.4,1.1,1.5,1.5,0.4,0.1,0.7,1.3,2.3
Jason Hart\hartja01,PG,30,DEN,11,0,3.3,0.5,0.9,.500,0.0,0.2,.000,0.5,0.7,.625,.500,0.3,0.4,.750,0.1,0.3,0.4,0.5,0.0,0.0,0.3,0.4,1.2
Udonis Haslem\hasleud01,PF,28,MIA,75,75,34.1,4.4,8.6,.518,0.0,0.0,,4.4,8.6,.518,.518,1.7,2.3,.753,2.3,6.0,8.2,1.1,0.6,0.3,1.1,2.7,10.6
Trenton Hassell\hassetr01,SF,29,NJN,53,31,20.6,1.6,3.6,.450,0.0,0.2,.250,1.6,3.5,.459,.455,0.4,0.5,.800,0.9,1.8,2.8,1.0,0.4,0.3,0.6,1.7,3.7
Spencer Hawes\hawessp01,C,20,SAC,77,51,29.3,4.8,10.4,.466,0.5,1.5,.348,4.3,8.9,.486,.491,1.2,1.8,.662,1.9,5.2,7.1,1.9,0.6,1.2,2.1,3.2,11.4
Chuck Hayes\hayesch01,C,25,HOU,71,1,12.1,0.6,1.6,.372,0.0,0.1,.000,0.6,1.5,.385,.372,0.1,0.3,.368,1.0,2.5,3.5,0.6,0.5,0.3,0.4,1.9,1.3
Jarvis Hayes\hayesja01,SF,27,NJN,74,1,24.8,3.5,7.8,.445,1.3,3.3,.385,2.2,4.5,.489,.527,0.5,0.7,.692,0.4,3.2,3.6,0.7,0.7,0.1,0.7,2.2,8.7
Brendan Haywood\haywobr01,C,29,WAS,6,5,29.2,4.0,8.3,.480,0.0,0.0,,4.0,8.3,.480,.480,1.7,3.5,.476,2.2,5.2,7.3,1.3,0.7,2.5,1.5,2.3,9.7
Luther Head\headlu01,PG-SG,26,TOT,32,4,15.6,1.7,4.5,.382,0.6,1.7,.370,1.1,2.8,.389,.451,0.6,0.8,.792,0.2,1.4,1.6,1.8,0.5,0.1,0.8,1.2,4.7
Luther Head\headlu01,PG,26,HOU,22,4,14.6,1.8,4.6,.386,0.6,1.7,.368,1.1,2.9,.397,.455,0.6,0.7,.875,0.1,1.1,1.2,1.6,0.3,0.0,0.7,0.7,4.8
Luther Head\headlu01,SG,26,MIA,10,0,17.6,1.6,4.3,.372,0.6,1.6,.375,1.0,2.7,.370,.442,0.5,0.8,.625,0.3,2.2,2.5,2.3,1.1,0.1,0.9,2.2,4.3
Walter Herrmann\herrmwa01,SF,29,DET,59,0,10.7,1.4,3.5,.396,0.7,2.0,.342,0.7,1.5,.471,.495,0.3,0.4,.760,0.5,1.3,1.8,0.4,0.1,0.1,0.3,0.7,3.8
Roy Hibbert\hibbero01,C,22,IND,70,42,14.4,2.8,6.0,.471,0.0,0.0,,2.8,6.0,.471,.471,1.4,2.1,.667,1.6,1.8,3.5,0.7,0.3,1.1,0.8,3.1,7.1
20,CLE,62,0,11.4,1.6,3.1,.515,0.0,0.0,,1.6,3.1,.515,.515,0.7,1.1,.672,0.8,1.8,2.7,0.1,0.2,0.5,0.7,1.3,4.0
Nene Hilario\hilarne01,C,26,DEN,77,76,32.6,5.6,9.2,.604,0.0,0.1,.200,5.5,9.1,.607,.604,3.5,4.8,.723,2.4,5.4,7.8,1.4,1.2,1.3,1.9,3.6,14.6
George Hill\hillge01,PG,22,SAS,77,7,16.5,1.9,4.8,.403,0.3,0.9,.329,1.6,3.9,.421,.435,1.5,1.9,.781,0.4,1.7,2.1,1.8,0.6,0.3,1.0,1.9,5.7
Grant Hill\hillgr01,SF,36,PHO,82,68,29.8,4.8,9.1,.523,0.3,0.9,.316,4.5,8.2,.547,.540,2.2,2.7,.808,0.8,4.2,4.9,2.3,1.1,0.7,1.5,2.2,12.0
Steven Hill\hillst01,PF,23,OKC,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
Kirk Hinrich\hinriki01,SG,28,CHI,51,4,26.3,3.6,8.2,.437,1.4,3.3,.408,2.2,4.9,.456,.519,1.3,1.7,.791,0.3,2.1,2.4,3.9,1.3,0.4,1.7,2.5,9.9
Ryan Hollins\holliry01,C,24,TOT,45,3,9.9,1.1,2.1,.532,0.0,0.0,,1.1,2.1,.532,.532,1.0,1.6,.597,1.0,1.1,2.2,0.2,0.2,0.7,0.5,1.7,3.2
Ryan Hollins\holliry01,C,24,CHA,18,1,10.2,1.1,1.9,.543,0.0,0.0,,1.1,1.9,.543,.543,1.4,2.2,.667,1.1,0.9,2.0,0.2,0.2,0.9,0.6,1.9,3.6
Ryan Hollins\holliry01,C,24,DAL,27,2,9.6,1.1,2.2,.525,0.0,0.0,,1.1,2.2,.525,.525,0.6,1.2,.515,1.0,1.3,2.3,0.1,0.1,0.6,0.5,1.6,2.9
Al Horford\horfoal01,C,22,ATL,67,67,33.5,4.7,8.9,.525,0.0,0.0,.000,4.7,8.9,.526,.525,2.2,3.1,.727,2.2,7.1,9.3,2.4,0.8,1.4,1.5,2.8,11.5
Eddie House\houseed01,PG,30,BOS,81,0,18.3,3.1,6.9,.445,1.9,4.2,.444,1.2,2.7,.445,.579,0.5,0.7,.792,0.1,1.8,1.9,1.1,0.8,0.1,0.7,1.4,8.5
Dwight Howard\howardw01,C,23,ORL,79,79,35.7,7.1,12.4,.572,0.0,0.0,.000,7.1,12.4,.573,.572,6.4,10.7,.594,4.3,9.6,13.8,1.4,1.0,2.9,3.0,3.4,20.6
Josh Howard\howarjo01,SF,28,DAL,52,51,32.0,6.8,15.1,.451,1.1,3.2,.345,5.7,11.8,.480,.488,3.3,4.2,.782,1.1,3.9,5.1,1.6,1.1,0.6,1.7,2.6,18.0
Juwan Howard\howarju01,SF-PF,35,TOT,42,2,11.2,1.8,3.5,.510,0.0,0.0,,1.8,3.5,.510,.510,0.5,0.8,.676,0.7,1.1,1.8,0.6,0.2,0.1,0.6,1.7,4.1
Juwan Howard\howarju01,PF,35,DEN,3,0,7.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.3,1.0,1.3,0.7,0.3,0.3,0.0,1.3,0.7
Juwan Howard\howarju01,SF,35,CHA,39,2,11.5,1.9,3.7,.510,0.0,0.0,,1.9,3.7,.510,.510,0.6,0.9,.676,0.7,1.1,1.8,0.6,0.2,0.1,0.7,1.7,4.4
Larry Hughes\hughela01,SF-SG,30,TOT,55,20,26.9,4.1,10.1,.402,1.4,3.5,.389,2.7,6.6,.409,.469,2.1,2.6,.807,0.3,2.6,2.9,2.2,1.3,0.3,1.3,1.7,11.6
Larry Hughes\hughela01,SF,30,CHI,30,6,26.4,4.2,10.3,.412,1.3,3.4,.392,2.9,6.9,.422,.477,2.2,2.7,.817,0.2,2.9,3.1,2.0,1.2,0.3,1.2,1.7,12.0
Larry Hughes\hughela01,SG,30,NYK,25,14,27.5,3.9,10.0,.390,1.4,3.6,.385,2.5,6.3,.392,.460,2.0,2.5,.794,0.4,2.2,2.6,2.4,1.4,0.2,1.4,1.8,11.2
Kris Humphries\humphkr01,SF,23,TOR,29,0,9.1,1.3,3.1,.422,0.0,0.0,,1.3,3.1,.422,.422,1.3,1.7,.792,0.8,1.6,2.4,0.3,0.3,0.2,0.3,1.1,3.9
Lindsey Hunter\hunteli01,PG,38,CHI,28,0,9.5,1.0,2.9,.329,0.6,1.7,.333,0.4,1.2,.324,.427,0.1,0.2,.600,0.1,0.4,0.4,1.3,0.7,0.0,0.7,1.0,2.6
Othello Hunter\hunteot01,PF,22,ATL,16,0,5.8,0.7,1.3,.550,0.0,0.0,,0.7,1.3,.550,.550,0.0,0.3,.000,0.6,0.9,1.5,0.1,0.1,0.3,0.1,0.7,1.4
Andre Iguodala\iguodan01,SF,25,PHI,82,82,39.9,6.6,14.0,.473,1.0,3.2,.307,5.6,10.8,.521,.507,4.6,6.4,.724,1.1,4.6,5.7,5.3,1.6,0.4,2.7,1.9,18.8
Zydrunas Ilgauskas\ilgauzy01,C,33,CLE,65,65,27.2,5.3,11.1,.472,0.2,0.6,.385,5.0,10.5,.477,.483,2.1,2.7,.799,2.4,5.1,7.5,1.0,0.4,1.3,1.4,2.8,12.9
Didier Ilunga-Mbenga\mbengdj01,C,28,LAL,23,0,7.9,1.2,2.5,.474,0.0,0.0,.000,1.2,2.4,.482,.474,0.3,0.3,.875,0.4,1.0,1.3,0.4,0.4,1.0,0.6,1.4,2.7
Allen Iverson*\iversal01,PG-SG,33,TOT,57,53,36.7,6.1,14.6,.417,0.5,1.7,.283,5.6,12.9,.435,.434,4.8,6.1,.781,0.5,2.5,3.0,5.0,1.5,0.1,2.6,1.5,17.5
Allen Iverson*\iversal01,SG,33,DEN,3,3,41.0,6.0,13.3,.450,0.7,2.7,.250,5.3,10.7,.500,.475,6.0,8.3,.720,1.0,1.7,2.7,6.7,1.0,0.3,3.3,1.0,18.7
Allen Iverson*\iversal01,PG,33,DET,54,50,36.5,6.1,14.7,.416,0.5,1.7,.286,5.6,13.0,.432,.432,4.7,6.0,.786,0.5,2.6,3.1,4.9,1.6,0.1,2.5,1.5,17.4
Royal Ivey\iveyro01,SG,27,PHI,71,0,12.1,1.0,2.9,.332,0.5,1.6,.342,0.4,1.3,.319,.425,0.5,0.6,.791,0.3,0.8,1.1,0.6,0.5,0.1,0.3,1.1,3.0
Jarrett Jack\jackja01,SG,25,IND,82,53,33.1,4.7,10.4,.453,1.0,2.7,.353,3.8,7.7,.487,.498,2.7,3.2,.852,0.5,2.8,3.4,4.1,1.1,0.2,2.2,2.2,13.1
Bobby Jackson\jacksbo01,PG,35,SAC,71,10,20.9,2.7,6.8,.398,0.8,2.8,.305,1.9,4.1,.462,.460,1.2,1.4,.851,0.6,2.2,2.8,2.0,0.9,0.1,0.9,1.4,7.5
Darnell Jackson\jacksda01,PF,23,CLE,51,2,8.4,0.7,1.7,.430,0.0,0.0,.000,0.7,1.6,.440,.430,0.5,0.7,.686,0.6,1.1,1.7,0.2,0.2,0.1,0.3,1.5,1.9
Stephen Jackson\jacksst02,SF,30,GSW,59,59,39.6,7.0,16.9,.414,1.7,5.2,.338,5.3,11.7,.448,.466,5.0,6.0,.826,1.2,3.9,5.1,6.5,1.5,0.5,3.9,2.6,20.7
Jerome James\jamesje01,C,33,NYK,2,0,5.0,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,0.0,0.0,,0.5,1.0,1.5,0.0,0.5,0.5,0.5,1.0,3.0
LeBron James\jamesle01,SF,24,CLE,81,81,37.7,9.7,19.9,.489,1.6,4.7,.344,8.1,15.2,.535,.530,7.3,9.4,.780,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7,28.4
Mike James\jamesmi01,PG,33,TOT,61,50,27.0,3.2,8.4,.383,1.1,3.0,.375,2.1,5.4,.388,.450,1.1,1.3,.829,0.4,1.8,2.2,3.3,0.7,0.1,1.5,1.8,8.7
Mike James\jamesmi01,PG,33,NOH,8,0,9.3,1.0,3.1,.320,0.4,0.5,.750,0.6,2.6,.238,.380,0.1,0.3,.500,0.1,0.8,0.9,1.0,0.3,0.0,0.4,0.9,2.5
Mike James\jamesmi01,PG,33,WAS,53,50,29.7,3.6,9.2,.387,1.2,3.4,.367,2.3,5.8,.398,.454,1.3,1.5,.838,0.5,1.9,2.4,3.6,0.8,0.1,1.7,1.9,9.6
Antawn Jamison\jamisan01,PF,32,WAS,81,81,38.2,8.3,17.8,.468,1.4,3.9,.351,6.9,13.9,.501,.507,4.2,5.6,.754,2.4,6.5,8.9,1.9,1.2,0.3,1.5,2.7,22.2
Marko Jaric\jaricma01,SG,30,MEM,53,0,11.4,0.9,2.7,.331,0.2,0.5,.393,0.7,2.2,.316,.369,0.5,0.8,.707,0.4,0.8,1.2,1.4,0.5,0.2,0.9,1.2,2.6
Nathan Jawai\jawaina01,PF,22,TOR,6,0,3.2,0.2,0.7,.250,0.0,0.0,,0.2,0.7,.250,.250,0.0,0.0,,0.2,0.2,0.3,0.0,0.0,0.0,0.3,0.5,0.3
Al Jefferson\jeffeal01,C,24,MIN,50,50,36.7,9.7,19.5,.497,0.0,0.1,.000,9.7,19.4,.499,.497,3.7,5.0,.738,3.4,7.5,11.0,1.6,0.8,1.7,1.8,2.8,23.1
Dontell Jefferson\jeffedo01,SG,25,CHA,6,0,14.0,1.8,3.7,.500,0.2,0.3,.500,1.7,3.3,.500,.523,1.0,1.5,.667,0.2,1.8,2.0,1.5,0.7,0.2,1.0,1.5,4.8
Richard Jefferson\jefferi01,SF,28,MIL,82,82,35.8,6.5,14.9,.439,1.4,3.6,.397,5.1,11.3,.453,.487,5.1,6.3,.805,0.7,3.9,4.6,2.4,0.8,0.2,2.0,3.1,19.6
Jared Jeffries\jeffrja01,SF,27,NYK,56,36,23.4,2.1,4.9,.440,0.0,0.2,.083,2.1,4.7,.456,.441,1.0,1.6,.611,2.3,1.8,4.1,1.4,0.8,0.6,1.2,2.7,5.3
Yi Jianlian\jianlyi01,PF,21,NJN,61,52,23.3,3.1,8.2,.382,0.8,2.3,.343,2.3,5.9,.397,.430,1.6,2.0,.772,1.1,4.2,5.3,1.0,0.5,0.6,1.1,2.6,8.6
Amir Johnson\johnsam01,PF,21,DET,62,24,14.7,1.6,2.6,.595,0.0,0.0,,1.6,2.6,.595,.595,0.4,0.6,.657,1.6,2.1,3.7,0.3,0.3,1.0,0.5,2.8,3.5
Anthony Johnson\johnsan02,PG,34,ORL,80,12,18.5,1.9,4.8,.404,0.7,1.7,.391,1.3,3.1,.411,.472,0.8,1.0,.753,0.4,1.5,1.8,2.5,0.6,0.1,1.0,1.4,5.3
Joe Johnson\johnsjo02,SG,27,ATL,79,79,39.5,7.8,18.0,.437,1.9,5.2,.360,6.0,12.7,.468,.489,3.8,4.6,.826,0.8,3.6,4.4,5.8,1.1,0.2,2.5,2.2,21.4
